event_code,event_name,event_title
AGME,Annual General Meeting,LPB - Holds 2019 AGM
ISS,Share Issue,"LPB-Issues shares for existing shareholders at 26.66669% and VND10,000/share"
AIS,Additional Listing,"LPB-Registeres 103,999,428 additional shares"
BOME,BOD Meeting,"LPB-BoD's resolution dated January 22, 2018"
DIV,Cash Dividend,"LPB-Pays Interim 1, 2017 cash dividend at VND1000/share"
KQQY,Quarterly results,LPB-Q4/2017 financial statements
AGME,Annual General Meeting,LPB-Holds 2018 AGM
BOME,BOD Meeting,"LVB-BoD's resolution dated January 16, 2018"
BOME,BOD Meeting,"LPB-BoD's resolution dated January 03, 2018"
BOME,BOD Meeting,"LPB-BoD's resolution dated December 15, 2017"
BOME,BOD Meeting,"LPB-BoD's resolution dated November 06, 2017"
ISS,Share Issue,LPB-Issues dividend shares for existing shareholders
BOME,BOD Meeting,"LPB-BoD's resolution dated October 25, 2017"
KQQY,Quarterly results,LPB-Q3/2017 financial statements
NLIS,New listing,LPB-Officially starts trading on UPCoM
DIV,Cash Dividend,LPT - Pay cash dividend 2022 - Year at VND 500/share
AGME,Annual General Meeting,LPT - Holds 2023 AGM
AIS,Additional Listing,"LPT - Registers additional 4,000,000 shares"
ISS,Share Issue,"LPT - Issues additional shares for existing shareholders at 2 : 1 at VND 10,000/share"
AGME,Annual General Meeting,LPT - Holds 2022 AGM
EGME,Extraordinary General Meeting,LPT - Holds extra-ordinary shareholders' meeting in 2022
NLIS,New listing,LPT- Officially registers shares on UPCoM
AGME,Annual General Meeting,LPT - Holds 2021 AGM
AGME,Annual General Meeting,LQN - Holds 2023 AGM
AGME,Annual General Meeting,LQN - Holds 2022 AGM
DIV,Cash Dividend,"LQN - Pays Interim 2, 2015 cash dividend at VND500/share"
AGME,Annual General Meeting,LQN - Holds 2019 AGM
AGME,Annual General Meeting,LQN-Holds 2018 AGM
AGMR,AGM Resolution,LQN-  2017 AGM's resolution
KQSB,Year Interim Result,LQN- 2016 financial statements
BOME,BOD Meeting,"LQN-BoD's resolution dated March 28, 2017"
DIV,Cash Dividend,LQN-Pays 1st 2015 cash dividend at VND500/share
AGME,Annual General Meeting,LQN-Holds 2017 AGM
BOME,BOD Meeting,"LQN-BoD's resolution dated January 17, 2017"
BALLOT,Record date for ballot,LQN-Holds a shareholders' circular ballot
NLIS,New listing,LQN-Officially starts trading on UPCoM
AGME,Annual General Meeting,LSG - Holds 2023 AGM
NLIS,New listing,LSG - Officially registers on UPCoM
AGME,Annual General Meeting,LSG - Holds 2022 AGM
AGME,Annual General Meeting,LSG - Holds 2021 AGM
AGME,Annual General Meeting,LSG - Holds 2020 AGM
AGME,Annual General Meeting,LSG - Holds AGM of 2018 fiscal year
AGME,Annual General Meeting,LSG-Holds AGM for 2016 fiscal year
DIV,Cash Dividend,LANDSG (LSG)- Pays 2015 cash dividend at VND150/share
AGME,Annual General Meeting,LANDSG(LSG)-Holds 2015 AGM
AGME,Annual General Meeting,LTC - Holds 2023 AGM
AGME,Annual General Meeting,LTC - Holds 2022 AGM
MOVE,Exchange Switching,LTC - Officially registers shares on UPCOM
SUSP,Listing Suspension,LTC - Delists shares on HNX
BOME,BOD Meeting,"LTC-BoD's resolution dated January 24, 2018"
KQQY,Quarterly results,LTC-Q4/2017 financial statements (holding company)
KQQY,Quarterly results,LTC-Q3/2017 consolidated financial statements
KQQY,Quarterly results,LTC-Q3/2017 financial statements (holding company)
BOME,BOD Meeting,"LTC-BoD's resolution dated September 26, 2017"
KQQY,Quarterly results,LTC-Interim 2017 reviewed financial statements (holding company)
KQQY,Quarterly results,LTC-Q2/2017 consolidated financial statements
KQQY,Quarterly results,LTC-Q2/2017 financial statements (holding company)
BOME,BOD Meeting,"LTC-BoD's resolution dated August 17, 2017"
BCHA,Key Personnel Change,"LTC-Dismisses Ms. Vu Phuong Lan from the position of Control member from July 19, 2017"
BCHA,Key Personnel Change,"LTC-Appoints Mr. Ngo Trong Vinh as Vice-Chairman from July 19, 2017"
AGMR,AGM Resolution,LTC-2017 AGM's resolution
BOME,BOD Meeting,"LTC-BoD's resolution dated June 06, 2017"
KQQY,Quarterly results,LTC-Q1/2017 financial statements
AGME,Annual General Meeting,LTC-Holds 2017 AGM
OTHE,Other events,"LTC-Under alert from May 3, 2017"
OTHE,Other events,"LTC-Ineligible for margin trading from April 21, 2017"
KQQY,Quarterly results,LTC- Q4/2016 consolidated financial statements
KQQY,Quarterly results,LTC-Q3/2016 consolidated financial statements
KQQY,Quarterly results,LTC-Q3/2016 financial statements (Holding company)
BCHA,Key Personnel Change,"LTC-Dismisses Mr. Le Quang Minh from the position of Deputy CEO from September 10, 2016"
KQQY,Quarterly results,LTC-H1/2016 financial statements (Holding company)
KQQY,Quarterly results,LTC- Q2/2016 consolidated financial statements
BOME,BOD Meeting,"LTC-BoD's resolution dated June 9, 2016"
KQQY,Quarterly results,LTC- Q1/2016 consolidated financial statements
OTHE,Other events,"LTC-Removed from the alert securities from May 6, 2016"
KQQY,Quarterly results,LTC- Q1/2016 financial statements (Holding company)
KQQY,Quarterly results,LTC- 2015 consolidated financial statements
AGME,Annual General Meeting,LTC-Holds 2016 AGM
KQQY,Quarterly results,LTC-Q4/2015 financial statements (Consolidated)
KQQY,Quarterly results,LTC- Q4/2015 financial statements (Holding company)
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQQY,Quarterly results,
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
AGMR,AGM Resolution,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
EGME,Extraordinary General Meeting,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
AIS,Additional Listing,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
AIS,Additional Listing,
KQQY,Quarterly results,
KQSB,Year Interim Result,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
AIS,Additional Listing,"LTG - Registers additional 20,148,125 shares"
BALLOT,Record date for ballot,LTG - Holds a shareholders circular ballot
ISS,Share Issue,LTG - Issues dividend shares at 25%
AGME,Annual General Meeting,LTG - Holds 2023 AGM
DIV,Cash Dividend,LTG - Pay cash dividend 2021 - Year at VND 2000/share
AGME,Annual General Meeting,LTG - Holds 2022 AGM
DIV,Cash Dividend,"LTG - Pays Year, 2020 cash dividend at VND1500/share"
DIV,Cash Dividend,"LTG - Pays Year, 2019 cash dividend at VND1000/share"
AGME,Annual General Meeting,LTG - Holds 2020 AGM
DIV,Cash Dividend,"LTG - Pays Year, 2018 cash dividend at VND1600/share"
AGME,Annual General Meeting,LTG - Holds 2019 AGM
AIS,Additional Listing,"LTG - Registers 13,432,190 additional shares"
DIV,Cash Dividend,"LTG - Pays Year, 2017 cash dividend at VND2000/share"
ISS,Share Issue,LTG-Issues dividend shares at 20%
AGME,Annual General Meeting,LTG-Holds 2018 AGM
DIV,Cash Dividend,"LTG-Pays Interim 2, 2016 cash dividend at VND1500/share"
BOME,BOD Meeting,"LTG-BoD's resolution dated November 20, 2017"
KQQY,Quarterly results,LTG-Q3/2017 consolidated financial statements
BOME,BOD Meeting,"LTG-BoD's resolution dated August 28, 2017"
DIV,Cash Dividend,"LTG - Pays Interim 1, 2016 cash dividend at VND1500/share"
AGMR,AGM Resolution,LTG-2017 AGM's resolution
KQQY,Quarterly results,LTG-Q2/2017 financial statements (holding company)
KQQY,Quarterly results,LTG-Q2/2017 consolidated financial statements
KQQY,Quarterly results,LTG-Interim 2017 financial statements (holding company)
NLIS,New listing,LTG-Officially starts trading on UPCoM
MOVE,Exchange Switching,LUT - Shifts listing from HNX to UPCoM
SUSP,Listing Suspension,LUT - Delists shares on HNX Stock Exchange
AGME,Annual General Meeting,LUT - Holds 2022 AGM
AGME,Annual General Meeting,LUT - Holds 2021 AGM
AGME,Annual General Meeting,LUT - Holds 2020 AGM
AGME,Annual General Meeting,LUT - Holds 2019 AGM
AGME,Annual General Meeting,LUT-Holds 2018 AGM
KQQY,Quarterly results,LUT-Q2/2017 financial statements
BOME,BOD Meeting,"LUT-BoD's resolution dated July 04, 2017"
AGMR,AGM Resolution,LUT-2017 AGM's resolution
BCHA,Key Personnel Change,"LUT-Appoints Mr. Bui Dinh Hung as CEO in replacement for Mr. Pham Thanh Trung from June 27, 2017"
BCHA,Key Personnel Change,LUT-Appoints Mr. Duong Minh Dung as Information disclosure officer 
KQSB,Year Interim Result,LUT- 2016 financial statements
AGME,Annual General Meeting,LUT-Holds 2017 AGM
KQQY,Quarterly results,LUT- Q4/2016 financial statements
KQQY,Quarterly results,LUT-Q3/2016 financial statements
KQQY,Quarterly results,LUT-H1/2016 financial statements
BCHA,Key Personnel Change,LUT-Appoints Mr. Trinh Van An as Chief accountant 
KQQY,Quarterly results,LUT-Q2/2016 financial statements
AGMR,AGM Resolution,LUT- 2016 AGM's resolution
KQQY,Quarterly results,LUT- Q1/2016 financial statements
KQCT,Final Annual Results,LUT- 2015 financial statements
AGME,Annual General Meeting,LUT-Holds 2016 AGM
DDALL,Director Deal,"LUT-Mr. Bui Dinh Hung, Chairman, failed to buy 752,000 shares "
DDALL,Director Deal,"LUT-Mr. Bui Dinh Hung, Chairman, registers to buy 752,000 shares"
DDALL,Director Deal,"LUT-Mr. Bui Dinh Hung, Chairman, failed to buy 752,000 shares "
KQQY,Quarterly results,LUT- Q4/2015 financial statements
BCHA,Key Personnel Change,"LUT-Appoints Mr. Nguyen Hoai Thu as information disclosure offer from December 21, 2015"
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
AGMR,AGM Resolution,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
AGMR,AGM Resolution,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
AIS,Additional Listing,
KQQY,Quarterly results,
EGME,Extraordinary General Meeting,
KQQY,Quarterly results,
EGME,Extraordinary General Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQCT,Final Annual Results,
DIV,Cash Dividend,M10 - Pay cash dividend 2023 - Interim 1 at VND 1000/share
AIS,Additional Listing,"M10 - Registers additional 1,511,000 shares"
DIV,Cash Dividend,M10 - Pay cash dividend 2022 - Year at VND 1800/share
AGME,Annual General Meeting,M10 - Holds 2023 AGM
DIV,Cash Dividend,M10 - Pay cash dividend 2021 - Year at VND 1000/share
AGME,Annual General Meeting,M10 - Holds 2022 AGM
KQQY,Quarterly results,M10 - Financial Statement Quarter 4/2022 (holding company)
KQQY,Quarterly results,M10 - Financial Statement Quarter 3/2021 (holding company)
KQQY,Quarterly results,M10 - Financial Statement Quarter 2/2021 (holding company)
DIV,Cash Dividend,"M10 - Pays Year, 2020 cash dividend at VND1200/share"
KQQY,Quarterly results,M10 - Financial Statement Quarter 1/2021 (holding company)
KQCT,Final Annual Results,M10 - Audited Financial Statement FY 2020 (holding company)
AGME,Annual General Meeting,M10 - Holds 2021 AGM
DIV,Cash Dividend,"M10 - Pays Year, 2019 cash dividend at VND1700/share"
AGME,Annual General Meeting,M10- Holds 2020 AGM
DIV,Cash Dividend,"M10 - Pays Year, 2018 cash dividend at VND1200/share"
AGME,Annual General Meeting,M10 - Holds 2019 AGM
AIS,Additional Listing,M10 - Registers 11.340.000 additional shares
TS,Treasury Stocks,M10 - Buy treasury shares
ISS,Share Issue,M10-Issues bonus shares at 10:6
DIV,Cash Dividend,"M10 - Pays Year, 2017 cash dividend at VND1800/share"
AGME,Annual General Meeting,M10-Holds 2018 AGM
NLIS,New listing,M10-Officially starts trading on UPCoM
DIV,Cash Dividend,"GAR10-Pays 2015 cash dividend at VND2,000/share"
AGME,Annual General Meeting,MAS - Holds 2023 AGM
AGME,Annual General Meeting,MAS - Holds 2022 AGM
AGME,Annual General Meeting,MAS - Holds 2021 AGM
AGME,Annual General Meeting,MAS - Holds 2020 AGM
DIV,Cash Dividend,"MAS - Pays Year, 2018 cash dividend at VND2750/share"
AGME,Annual General Meeting,MAS - Holds 2019 AGM
DIV,Cash Dividend,"MAS - Pays Interim 2, 2017 cash dividend at VND3750/share"
AGME,Annual General Meeting,MAS-Holds 2018 AGM
BOME,BOD Meeting,"MAS-BoD's resolution dated September 15, 2017"
DIV,Cash Dividend,"MAS - Pays Interim 1, 2017 cash dividend at VND4000/share"
KQQY,Quarterly results,MAS-Interim 2017 reviewed financial statements
BOME,BOD Meeting,"MAS-BoD's resolution dated August 15, 2017"
KQQY,Quarterly results,MAS-Q2/2017 financial statements
AIS,Additional Listing,"MAS-Lists 1,258,867 additional shares"
DIV,Cash Dividend,"MAS - Pays Interim 3, 2016 cash dividend at VND3600/share"
AGMR,AGM Resolution,MAS- 2017 AGM's resolution
AGME,Annual General Meeting,MAS-Holds 2017 AGM
BOME,BOD Meeting,"MAS-BoD's resolution dated March 23, 2017"
BCHA,Key Personnel Change,MAS-Appoints Mr. Tran Thanh Hai as Board member in replacement for Ms. Phan Thi Hong Lien 
BOME,BOD Meeting,"MAS-BoD's resolution dated March 14, 2017"
KQCT,Final Annual Results,MAS- 2016 audited financial statements
KQQY,Quarterly results,MAS-Q4/2016 financial statements
ISS,Share Issue,MAS-Issues additional shares for existing shareholders at the ex-rate of 2.381:1
BCHA,Key Personnel Change,"MAS-Appoints Mr. Phan Huu Tam, Chief accountant, as Information Disclosure Officer "
DIV,Cash Dividend,"MAS-Pays 2nd 2016 interim cash dividend at VND4,000/share"
BOME,BOD Meeting,"MAS-BoD's resolution dated January 10, 2017"
KQQY,Quarterly results,MAS-Q3/2016 financial statements
DIV,Cash Dividend,"MAS-Pays 1st 2016 interim cash dividend at VND4,000/share"
EGME,Extraordinary General Meeting,MAS-Holds 2016 extra-ordinary shareholders' meeting
BOME,BOD Meeting,"MAS-BoD's resolution dated September 5, 2016"
BOME,BOD Meeting,"MAS-BoD's resolution dated September 5, 2016"
KQQY,Quarterly results,MAS-H1/2016 financial statements
KQQY,Quarterly results,MAS-Q2/2016 financial statements
BCHA,Key Personnel Change,"MAS-Mr. Doan Trong Tien resigns from the position of Deputy CEO from June 15, 2016"
DIV,Cash Dividend,"MAS-Pays 3rd 2015 cash dividend at VND4,000/share"
KQQY,Quarterly results,MAS- Q1/2016 financial statements
BCHA,Key Personnel Change,"MAS-Appoints Mr. Nguyen Dung as Head of Control Committe from April 26, 2016"
AGMR,AGM Resolution,MAS-2016 AGM's resolution
BCHA,Key Personnel Change,MAS-Appoints Mr. Ho Quang Tuan as Chairman and Mr. Nguyen Thanh Dong as CEO
AGME,Annual General Meeting,MAS-Holds 2016 AGM
KQCT,Final Annual Results,MAS-2015 financial statements
KQQY,Quarterly results,MAS- Q4/2015 financial statements
KQQY,Quarterly results,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
AGMR,AGM Resolution,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
MOVE,Exchange Switching,
AGMR,AGM Resolution,
BOME,BOD Meeting,
BOME,BOD Meeting,
AIS,Additional Listing,
BOME,BOD Meeting,
KQCT,Final Annual Results,
BCHA,Key Personnel Change,
AIS,Additional Listing,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQCT,Final Annual Results,
BOME,BOD Meeting,
AIS,Additional Listing,
AGME,Annual General Meeting,MBN - Holds 2023 AGM
DIV,Cash Dividend,MBN - Pay cash dividend 2021 - Year at VND 550/share
AGME,Annual General Meeting,MBN - Holds 2022 AGM
DIV,Cash Dividend,"MBN - Pays Year, 2020 cash dividend at VND550/share"
DIV,Cash Dividend,"MBN - Pays Year, 2019 cash dividend at VND500/share"
AGME,Annual General Meeting,MBN - Holds 2020 AGM
DIV,Cash Dividend,"MBN - Pays Year, 2018 cash dividend at VND600/share"
AGME,Annual General Meeting,MBN - Holds 2019 AGM
NLIS,New listing,MBN - Officially registers shares on UPCOM
DIV,Cash Dividend,"MBN - Pays Year, 2017 cash dividend at VND150/share"
AGME,Annual General Meeting,MBN-Holds 2018 AGM
ISS,Share Issue,MBS - Issues bonus shares at 3%
AGME,Annual General Meeting,MBS - Holds 2023 AGM
AIS,Additional Listing,"MBS- Lists additional 112,974,794 shares"
ISS,Share Issue,MBS - Issues dividend shares at 20%
AGME,Annual General Meeting,MBS - Holds 2022 AGM
AIS,Additional Listing,"MBS - Lists additional 93,959,939 shares"
ISS,Share Issue,MBS - Issues dividend shares at 20:3
TS,Treasury Stocks,MBS - Bought 272 treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
DIV,Cash Dividend,"MBS - Pays Year, 2019 cash dividend at VND1000/share"
AIS,Additional Listing,"MBS - Lists 42,206,804 additional shares"
AGME,Annual General Meeting,MBS - Holds 2020 AGM
ISS,Share Issue,"MBS- Issues additional shares for existing shareholders at 1:0.2855 and VND10,000/share"
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
AGME,Annual General Meeting,MBS - Holds 2019 AGM
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
AGME,Annual General Meeting,MBS-Holds 2018 AGM
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
TS,Treasury Stocks,MBS - Buy treasury shares
BOME,BOD Meeting,"MBS-BoD's resolution dated December 22, 2017"
KQQY,Quarterly results,MBS-Q3/2017 financial statements
BCHA,Key Personnel Change,"MBS-Appoints Mr. Nguyen Van Hoc as Chief accountant in term of from 3 months to under 12 months from October 10, 2017"
BCHA,Key Personnel Change,MBS-Appoints temporarily Mr. Nguyen Van Hoc as Chief accountant in term of from 3 months to under 12 months
DIV,Cash Dividend,"MBS - Pays Year, 2016 cash dividend at VND500/share"
BOME,BOD Meeting,"MBS-BoD's resolution dated August 11, 2017"
KQQY,Quarterly results,MBS-Interim 2017 reviewed financial statements
KQQY,Quarterly results,MBS-Q2/2017 financial statements
TS,Treasury Stocks,MBS-Successfully repurchased 62 shares as treasury shares
BCHA,Key Personnel Change,MBS-Appoints Ms. Vu Thi Huong as Control Member
AGMR,AGM Resolution,MBS- 2017 AGM's resolution
KQQY,Quarterly results,MBS- Q1/2017 financial statements
KQCT,Final Annual Results,MBS- 2016 financial statements
AGME,Annual General Meeting,MBS-Holds 2017 AGM
BOME,BOD Meeting,"MBS-BoD's resolution dated February 20, 2017"
KQQY,Quarterly results,MBS-Q4/2016 financial statements
BCHA,Key Personnel Change,"MBS-Appoints Ms. Nguyen Thi Viet Oanh as Deputy CEO from January 3, 2017"
BCHA,Key Personnel Change,MBS-Mr. Chu Hai Cong leaves from the position of Deputy CEO cum CFO 
BOME,BOD Meeting,"MBS-BoD's resolution dated November 17, 2016"
KQQY,Quarterly results,MBS- Q3/2016 financial statements
BCHA,Key Personnel Change,"MBS-Key personnels changes from August 18, 2016"
KQQY,Quarterly results,MBS-Q2/2016 financial statements
KQQY,Quarterly results,MBS- Q1/2016 financial statements
OTHE,Other events,"MBS-Ineligible for margin trading March 28, 2016 "
NLIS,New listing,MBS-Offficially lists shares on HNX
AGME,Annual General Meeting,MCC - Holds 2023 AGM
DIV,Cash Dividend,MCC - Pay cash dividend 2021 - Year at VND 300/share
DIV,Cash Dividend,"MCC - Pays Year, 2020 cash dividend at VND350/share"
AGME,Annual General Meeting,MCC - Holds 2022 AGM
AGME,Annual General Meeting,MCC - Holds 2021 AGM
DIV,Cash Dividend,"MCC - Pays Interim 2, 2019 cash dividend at VND600/share"
AGME,Annual General Meeting,MCC - Holds 2020 AGM
DIV,Cash Dividend,"MCC-Pays Interim 1, 2019 cash dividend at VND300/share"
DIV,Cash Dividend,"MCC - Pays Interim 1, 2018 cash dividend at VND500/share"
AGME,Annual General Meeting,MCC - Holds 2019 AGM
DIV,Cash Dividend,"MCC - Pays Year, 2017 cash dividend at VND700/share"
AGME,Annual General Meeting,MCC-Holds 2018 AGM
BOME,BOD Meeting,"MCC-BoD's resolution dated February 03, 2018"
KQQY,Quarterly results,MCC-Q4/2017 financial statements
BOME,BOD Meeting,"MCC-BoD's resolution dated October 27, 2017"
KQQY,Quarterly results,MCC-Q3/2017 financial statements
KQQY,Quarterly results,MCC-Interim 2017 reviewed financial statements
BOME,BOD Meeting,"MCC-BoD's resolution dated August 08, 2017"
KQQY,Quarterly results,MCC-Q2/2017 financial statements
AGMR,AGM Resolution,MCC- 2017 AGM's resolution
BOME,BOD Meeting,"MCC-BoD's resolution dated April 27, 2017"
AGME,Annual General Meeting,MCC-Holds 2017 AGM
DIV,Cash Dividend,MCC-Pays 1st 2016 cash dividend at VND700/share
KQCT,Final Annual Results,MCC- 2016 audited financial statements
BOME,BOD Meeting,"MCC-BoD's resolution dated March 9, 2017"
BOME,BOD Meeting,"MCC-BoD's resolution dated February 28, 2017"
KQQY,Quarterly results,MCC-Q4/2016 financial statements
KQQY,Quarterly results,MCC-Q3/2016 financial statements.
BOME,BOD Meeting,"MCC-BoD's resolution dated October 13, 2016"
KQQY,Quarterly results,MCC-H1/2016 financial statements
AIS,Additional Listing,"MCC-Lists 347,824 additional shares"
KQQY,Quarterly results,MCC-Q2/2016 financial statements
BOME,BOD Meeting,"MCC-BoD's resolution dated July 8, 2016"
ISS,Share Issue,MCC-Issues dividend shares for existing shareholders at the ex-rate of 7.5%
BOME,BOD Meeting,"MCC-BoD's resolution dated April 28, 2016"
AGMR,AGM Resolution,MCC-2016 AGM's resolution
BOME,BOD Meeting,"MCC-BoD's resolution dated April 21, 2016"
KQQY,Quarterly results,MCC-Q1/2016 financial statements
DDRP,Director Deal: Related Person transactions,"MCC-Mr. Hua Ngoc Tho, older brother of Mr. Hua Ngoc Chinh-Chief accountant, registers to sell 5,700 shares "
KQCT,Final Annual Results,MCC- 2015 financial statements
AGME,Annual General Meeting,MCC-Holds 2016 AGM
DIV,Cash Dividend,MCC-Pays 2nd 2015 cash dividend at VND750/share
BOME,BOD Meeting,"MCC-BoD's resolution dated January 29, 2016"
KQQY,Quarterly results,MCC- Q4/2015 financial statements
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
AGMR,AGM Resolution,
KQCT,Final Annual Results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
AGMR,AGM Resolution,
KQCT,Final Annual Results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQCT,Final Annual Results,
BCHA,Key Personnel Change,
TS,Treasury Stocks,
KQQY,Quarterly results,
KQQY,Quarterly results,
TS,Treasury Stocks,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
EGME,Extraordinary General Meeting,MCF - Holds 2023 extra-ordinary shareholders meeting
DIV,Cash Dividend,MCF - Pay cash dividend 2022 - Year at VND 730/share
AGME,Annual General Meeting,MCF - Holds 2023 AGM
DIV,Cash Dividend,MCF - Pay cash dividend 2021 - Year at VND 720/share
AGME,Annual General Meeting,MCF - Holds 2022 AGM
DIV,Cash Dividend,"MCF - Pays Year, 2020 cash dividend at VND700/share"
AGME,Annual General Meeting,MCF - Holds 2021 AGM
DIV,Cash Dividend,"MCF - Pays Year, 2019 cash dividend at VND680/share"
AGME,Annual General Meeting,MCF - Holds 2020 AGM
DIV,Cash Dividend,"MCF - Pays Interim 1, 2018 cash dividend at VND668/share"
AGME,Annual General Meeting,MCF - Holds 2019 AGM
DIV,Cash Dividend,"MCF - Pays Interim 2, 2017 cash dividend at VND105/share"
ISS,Share Issue,MCF-Issues bonus shares at 34.725%
AGME,Annual General Meeting,MCF-Holds 2018 AGM
DIV,Cash Dividend,"MCF-Pays Interim 1, 2017 cash dividend at VND900/share"
BOME,BOD Meeting,"MCF-BoD's resolution dated February 27, 2018"
KQCT,Final Annual Results,MCF-2017 audited financial statements
BOME,BOD Meeting,"MCF-BoD's resolution dated January 29, 2018"
KQQY,Quarterly results,MCF-Q4/2017 financial statements
KQQY,Quarterly results,MCF-Q3/2017 financial statements
BCHA,Key Personnel Change,"MCF-Appoints Mr. Le Truong Son as Information disclosure officer in replacement for Mr. Nguyen Van Kiet from October 23, 2017"
BOME,BOD Meeting,"MCF-BoD's resolution dated October 20, 2017"
BCHA,Key Personnel Change,"MCF-Appoints Mr. Nguyen Van Kiet as Chairman from October 01, 2017"
BCHA,Key Personnel Change,"MCF-Mr. Le Van Loc, Chairman, retires from October 01, 2017"
KQQY,Quarterly results,MCF-Interim 2017 audited financial statements
BOME,BOD Meeting,"MCF-BoD's resolution dated July 21, 2017"
KQQY,Quarterly results,MCF-Q2/2017 financial statements
BOME,BOD Meeting,"MCF-BoD's resolution dated May 25, 2017"
BOME,BOD Meeting,"MCF-BoD's resolution dated May 5, 2017"
BOME,BOD Meeting,"MCF-BoD's resolution dated April 24, 2017"
KQQY,Quarterly results,MCF- Q1/2017 financial statements
AGMR,AGM Resolution,MCF- 2017 AGM's resolution
BOME,BOD Meeting,"MCF-BoD's resolution dated March 20, 2017"
BCHA,Key Personnel Change,MCF-Dismisses Mr. Pham Van To from the position of Board member 
KQSB,Year Interim Result,MCF- 2016 financial statements
AGME,Annual General Meeting,MCF-Holds 2017 AGM
DIV,Cash Dividend,"MCF-Pays 1st 2016 interim cash dividend at VND1,144/share"
BOME,BOD Meeting,"MCF-BoD's resolution dated February 18, 2017"
KQQY,Quarterly results,MCF-Q4/2016 financial statements
